PDB code,Resolution,Clashscore,Rotamer outliers [%],Ramachandran outliers [%],RSRZ outliers [%],Year,Contains protein,R [%],R free [%],Deposition date,Journal,ISSN,Q1,Q1_min,Q1 percentile,Q1_min percentile
4e8r,3.36,26.75,,,1.02,2012.0,False,20.035,25.799,2012-03-20,CELL,0092-8674,0.28399712952996053,0.116254036598493,0.14280588446358092,0.28453534266236097
4e8p,3.28,21.54,,,2.29,2012.0,False,18.865000000000002,24.373,2012-03-20,CELL,0092-8674,0.31240282262887215,0.15966989594546108,0.17330462863293863,0.3713670613562971
4e8n,2.96,21.19,,,2.04,2012.0,False,19.572,23.474999999999998,2012-03-20,CELL,0092-8674,0.3565362994857075,0.16254036598493002,0.23501973448152136,0.3751345532831001
4e8t,3.34,18.15,,,2.27,2012.0,False,18.901,23.544,2012-03-20,CELL,0092-8674,0.36132041621815575,0.20452099031216361,0.242913527090061,0.4542518837459634
4aob,2.95,18.93,,,1.06,2012.0,False,18.906,23.943,2012-03-25,RNA,1355-8382,0.37860303791412514,0.19232149264442053,0.27054180121994975,0.4330821672048798
4ena,2.85,11.18,,,0.0,2012.0,False,22.509999999999998,26.400000000000002,2012-04-12,NATURE,0028-0836,0.4520990312163617,0.29314675278076785,0.3993541442411195,0.5850376749192681
4enb,2.302,2.95,,,1.96,2012.0,False,22.5,25.34,2012-04-12,NATURE,0028-0836,0.47739504843918196,0.2956584140653032,0.4488697524219591,0.5884463580911374
4en5,2.957,5.92,,,0.0,2012.0,False,22.88,27.13,2012-04-12,NATURE,0028-0836,0.5007176175098672,0.22766415500538212,0.4861858629350556,0.4910297811266595
4enc,2.272,1.78,,,0.0,2012.0,False,22.009999999999998,25.15,2012-04-12,NATURE,0028-0836,0.6505202726946537,0.42823824901327595,0.764621456763545,0.7502691065662002
3vrs,2.603,9.51,,,0.0,2012.0,False,21.95,26.169999999999998,2012-04-13,NATURE,0028-0836,0.48110273890682925,0.32113383566559023,0.4564047362755651,0.6236096160746322
4erj,3.0,5.72,,,0.0,2012.0,False,20.74,22.32,2012-04-20,J MOL BIOL,0022-2836,0.6704939600526253,0.5726587728740581,0.7936849659131683,0.839253677789738
4erl,3.0,7.42,,,0.0,2012.0,False,19.53,23.380000000000003,2012-04-20,J MOL BIOL,0022-2836,0.612785551967468,0.49856476498026553,0.703265159669896,0.7961966271977037
4ez2,1.6,7.9,,,0.0,2012.0,False,21.63,24.87,2012-05-02,ACTA CRYST F,1744-3091,0.5467049396005262,0.4596340150699677,0.576605669178328,0.7705418012199498
4f2y,1.59,0.0,,,0.0,2012.0,False,18.193,25.331,2012-05-08,J ORG CHEM,0022-3263,0.6869991627795718,0.405453893074991,0.8146752780767851,0.7298170075349839
4f2x,1.57,3.41,,,0.0,2012.0,False,18.5,25.1,2012-05-08,J ORG CHEM,0022-3263,0.6149982059562253,0.43379978471474706,0.7072120559741658,0.7538571941155364
4f3u,1.401,3.95,,,0.0,2012.0,False,17.233999999999998,23.169999999999998,2012-05-09,TO BE PUBLISHED,,0.6731252242554717,0.6489056332974524,0.7969142447075709,0.8805166846071044
4f4n,1.3,1.98,,,0.0,2012.0,False,15.415999999999999,18.111,2012-05-10,TO BE PUBLISHED,,0.8128214328429614,0.7104413347685683,0.9535342662360962,0.9535342662360962
4f8g,1.93,3.25,,,0.0,2012.0,False,17.433,24.136,2012-05-17,J AM CHEM SOC,0002-7863,0.6550651835904796,0.542518837459634,0.7735916756368856,0.8223896663078579
4f8i,2.0,0.0,,,5.56,2012.0,False,19.158,24.434,2012-05-17,J AM CHEM SOC,0002-7863,0.5182992465016146,0.1038751345532831,0.517043415859347,0.25959813419447436
4f8v,2.8,4.02,,,0.0,2012.0,False,22.6,26.5,2012-05-18,ACS MED CHEM LETT,1948-5875,0.5482597775385719,0.28417653390742736,0.5783997129529961,0.5735557947613922
4f8u,2.0,7.87,,,0.0,2012.0,False,25.8,26.8,2012-05-18,ACS MED CHEM LETT,1948-5875,0.4796077024279392,0.25618945102260493,0.45389307499102977,0.528345891639756
4faq,3.11,24.83,,,1.52,2012.0,False,20.116,25.833000000000002,2012-05-22,CELL,0092-8674,0.2723358449946179,0.126659490491568,0.12988876928597057,0.30426982418371007
4faw,2.7,10.83,,,23.04,2012.0,False,20.11,24.192,2012-05-22,CELL,0092-8674,0.30331300083722046,0.010046645138141371,0.16325798349479728,0.02726946537495515
4fau,2.87,16.85,,,2.8,2012.0,False,19.621,23.179,2012-05-22,CELL,0092-8674,0.366104532950604,0.22461428058844635,0.25278076785073555,0.4865446716899892
4fb0,3.22,22.39,,,1.53,2012.0,False,18.379,22.958000000000002,2012-05-22,CELL,0092-8674,0.3859586173902643,0.15034086831718693,0.2852529601722282,0.3519913885898816
4fax,3.1,19.62,,,1.02,2012.0,False,19.612,23.796999999999997,2012-05-22,CELL,0092-8674,0.3826097356775506,0.1797631862217438,0.2795120200932903,0.4104772156440617
4far,2.86,16.28,,,2.78,2012.0,False,19.572,24.641,2012-05-22,CELL,0092-8674,0.3155124985049635,0.22909939002511662,0.17922497308934338,0.4937208467886616
4fe5,1.32,7.22,,,8.96,2012.0,False,19.6,22.900000000000002,2012-05-29,NATURE,0028-0836,0.40958019375672766,0.04825977753857194,0.32651596698959456,0.12701829924650163
4fel,1.6,6.72,,,4.48,2012.0,False,18.9,22.900000000000002,2012-05-30,J MOL BIOL,0022-2836,0.44474345174022245,0.1359885181198421,0.38536060279870826,0.32328668819519196
4fen,1.35,5.42,,,8.96,2012.0,False,16.400000000000002,19.1,2012-05-30,J MOL BIOL,0022-2836,0.5083124028226289,0.04825977753857194,0.49982059562253317,0.12701829924650163
4fep,1.65,10.34,,,1.49,2012.0,False,17.9,22.900000000000002,2012-05-30,J MOL BIOL,0022-2836,0.4663317784953953,0.3448152134912092,0.4226767133118048,0.6548259777538572
4fej,1.5,4.96,,,5.97,2012.0,False,18.5,23.0,2012-05-30,J MOL BIOL,0022-2836,0.45473029541920823,0.09311087190527449,0.4029422317904557,0.2337639038392537
4feo,1.6,4.49,,,2.99,2012.0,False,17.4,22.8,2012-05-30,J MOL BIOL,0022-2836,0.508910417414185,0.2131324004305705,0.501973448152135,0.4664513814137065
4fnj,1.95,15.99,,,0.0,2012.0,False,20.809,26.642,2012-06-19,BIOCHEMISTRY,0006-2960,0.40754694414543713,0.2395048439181916,0.32436311445999283,0.5078937926085396
4fp6,1.28,3.98,,,0.0,2012.0,False,18.967,22.11,2012-06-21,TO BE PUBLISHED,,0.7027269465374956,0.6537495514890563,0.8360243989953355,0.8828489415141729
4fs5,1.3,0.0,,,0.0,2012.0,False,21.09,26.35,2012-06-26,J INORG BIOCHEM,0162-0134,0.6515966989594546,0.2992465016146394,0.7660566917832795,0.5950843200574094
4frn,3.43,1.15,,,8.82,2012.0,False,25.1,27.3,2012-06-26,NATURE,0028-0836,0.37489534744647773,0.04951560818083961,0.26480086114101187,0.1302475780409042
4frg,2.95,0.86,,,2.38,2012.0,False,23.93,24.91,2012-06-26,NATURE,0028-0836,0.528345891639756,0.25672766415500536,0.5346250448510944,0.5304987441693577
4fs6,1.3,15.38,,,50.0,2012.0,False,18.95,23.0,2012-06-27,J INORG BIOCHEM,0162-0134,0.3077981102738907,0.004485109436670255,0.16935773232866883,0.012378902045209902
4fxm,1.651,20.03,,,0.0,2012.0,False,22.21,26.16,2012-07-03,J AM CHEM SOC,0002-7863,0.40282262887214443,0.17545748116254037,0.31772515249372085,0.4013275923932544
4g0f,2.15,37.55,,,0.0,2012.0,False,23.79,26.21,2012-07-09,J AM CHEM SOC,0002-7863,0.36371247458437983,0.067097237172587,0.24757804090419805,0.1727664155005382
4g6s,2.84,16.72,,,0.0,2012.0,False,18.63,22.24,2012-07-19,J AM CHEM SOC,0002-7863,0.5578280110034685,0.2271259418729817,0.6035163257983495,0.489594546106925
4g6r,2.832,8.52,,,0.0,2012.0,False,17.65,22.02,2012-07-19,J AM CHEM SOC,0002-7863,0.6359287166606865,0.4452816648726229,0.742016505202727,0.761750986724076
4g6p,2.641,8.31,,,0.0,2012.0,False,18.54,19.71,2012-07-19,J AM CHEM SOC,0002-7863,0.6786269584977873,0.45174022246142803,0.8040904198062433,0.7653390742734123
4b5r,2.95,12.48,,,1.06,2012.0,False,21.913,25.195,2012-08-07,RNA,1355-8382,0.37220428178447557,0.3162899174739864,0.26193039110154287,0.6169716541083602
4gju,1.412,2.61,,,0.0,2012.0,False,17.7,21.5,2012-08-10,NUCLEIC ACIDS RES,0305-1048,0.7497308934337997,0.7104413347685683,0.8919985647649803,0.9535342662360962
4glc,1.831,3.92,,,0.0,2012.0,False,23.3,30.599999999999998,2012-08-14,NUCLEIC ACIDS RES,0305-1048,0.47924889367300566,0.05974165769644779,0.4524578399712953,0.15267312522425547
4glh,1.662,1.3,,,0.0,2012.0,False,22.644505118745556,27.6,2012-08-14,NUCLEIC ACIDS RES,0305-1048,0.5834828369812223,0.19088625762468603,0.6505202726946537,0.4298528884104772
4glg,1.72,3.91,,,0.0,2012.0,False,22.0,28.7,2012-08-14,NUCLEIC ACIDS RES,0305-1048,0.5023322569070685,0.1264800861141012,0.48995335486185865,0.30337280229637603
4gma,3.94,1.09,,,2.08,2012.0,False,26.22,27.52,2012-08-15,NATURE,0028-0836,0.44749431886138025,0.19644779332615717,0.3946896304269824,0.44079655543595264
4gpw,3.0,8.35,,,2.27,2012.0,False,20.9,22.6,2012-08-22,CHEMMEDCHEM,1860-7179,0.4741059681856237,0.2673125224255472,0.43954072479368494,0.5466451381413706
4gpy,2.8,5.79,,,0.0,2012.0,False,20.1,22.7,2012-08-22,CHEMMEDCHEM,1860-7179,0.6578758521707929,0.569967707212056,0.7778973806960889,0.8371008252601363
4gqd,1.94,30.15,,,0.0,2012.0,False,26.400000000000002,30.0,2012-08-22,BIOCHEMISTRY,0006-2960,0.29278794402583425,0.07319698600645856,0.15195550771438823,0.18586293505561535
4gpx,2.6,4.01,,,0.0,2012.0,False,22.3,25.2,2012-08-22,CHEMMEDCHEM,1860-7179,0.5941274967109197,0.4212414782920703,0.6668460710441335,0.7459634015069968
4gqj,2.951,11.39,,,0.0,2012.0,False,17.73,20.65,2012-08-23,ANGEW CHEM,1433-7851,0.6297093649085038,0.34696806602081093,0.731611051309652,0.6571582346609257
4gre,1.7,17.52,,,0.0,2012.0,False,23.9,25.5,2012-08-24,BIOCHEMISTRY,0006-2960,0.43732807080492764,0.214567635450305,0.37244348762109797,0.4682454251883746
4b8d,4.79,11.96,,,0.0,2012.0,False,18.48,20.46,2012-08-26,NAT METHODS,1548-7091,0.6292309532352589,0.3333333333333333,0.7312522425547183,0.6392177969142447
4gsi,2.38,67.74,,,0.0,2012.0,False,22.5,29.099999999999998,2012-08-27,BIOCHEMISTRY,0006-2960,0.27957182155244586,0.021528525296017224,0.1359885181198421,0.05848582705418012
4gsg,2.0,22.22,,,0.0,2012.0,False,27.1,32.2,2012-08-27,BIOCHEMISTRY,0006-2960,0.2981102738906829,0.03085755292429135,0.1585934696806602,0.08324363114459993
4gs2,1.9,1.59,,,0.0,2012.0,False,23.5,26.1,2012-08-27,BIOCHEMISTRY,0006-2960,0.6200813299844516,0.32795120200932903,0.7151058485827054,0.6320416218155723
4gxy,3.05,12.25,,,0.0,2012.0,False,20.810000000000002,25.03,2012-09-04,NAT STRUCT MOL BIOL,1545-9993,0.4916277957182155,0.3214926444205239,0.47255113024757806,0.6243272335844995
4h29,1.991,18.32,,,0.0,2012.0,False,21.272,24.166999999999998,2012-09-12,J AM CHEM SOC,0002-7863,0.48361440019136465,0.20147111589522784,0.45981341944743453,0.44833153928955866
4h5a,1.42,3.95,,,0.0,2012.0,False,21.187,23.708000000000002,2012-09-18,TO BE PUBLISHED,,0.6551249850496351,0.5949049156799426,0.7739504843918191,0.8518119842124148
4hif,0.85,11.09,,,0.0,2012.0,False,10.446729951431031,11.3,2012-10-11,ACTA CRYST D,0907-4449,0.686819758402105,0.3566559024040187,0.8141370649443846,0.6706135629709364
4hig,0.75,2.29,,,0.0,2012.0,False,8.04012722099425,8.1,2012-10-11,ACTA CRYST D,0907-4449,0.8289080253558186,0.7104413347685683,0.9655543595263725,0.9535342662360962
4hli,1.99,7.78,,,0.0,2012.0,False,25.180000000000003,32.81,2012-10-17,NUCLEIC ACIDS RES,0305-1048,0.40324123908623366,0.022246142805884463,0.31933979189092215,0.05974165769644779
4hp7,1.09,11.01,,,3.4514248292433223,2012.0,False,18.363573259940594,21.560000000000002,2012-10-23,TO BE PUBLISHED,,0.4418131802415979,0.18550412630068175,0.3792608539648367,0.41944743451740224
4hqh,1.8,0.0,,,0.0,2012.0,False,19.802,24.609,2012-10-25,TO BE PUBLISHED,,0.7134314077263486,0.48475062791532114,0.8485827054180122,0.7877646214567635
4hqi,1.7,5.08,,,0.0,2012.0,False,25.885,29.823,2012-10-25,NUCLEIC ACIDS RES,0305-1048,0.4641191245066379,0.07822030857552924,0.41819160387513454,0.1991388589881593
4hw1,3.1,2.61,,,0.0,2012.0,False,26.196,27.659,2012-11-07,BIOPOLYMERS,0006-3525,0.550352828609018,0.1865805525654826,0.5844994617868676,0.4212414782920703
4i1g,1.25,0.0,,,0.0,2012.0,False,20.907999999999998,21.729000000000003,2012-11-20,TO BE PUBLISHED,,0.8088745365386916,0.7104413347685683,0.9497667743092931,0.9535342662360962
3zd4,2.2,3.94,,,77.05,2012.0,False,18.2,23.599999999999998,2012-11-24,ACTA CRYST D,0907-4449,0.4248295658414066,0.0028704700394689632,0.35091496232508074,0.007893792608539648
3zd5,2.2,1.48,,,0.0,2012.0,False,17.68,21.17,2012-11-24,CELL,0092-8674,0.7833393134792489,0.7104413347685683,0.9250089702188733,0.9535342662360962
4i9v,1.02,10.47,,,0.0,2012.0,False,15.947,18.189,2012-12-05,BIOCHEMISTRY,0006-2960,0.6731850257146275,0.3783638320775027,0.7972730534625044,0.6996770721205597
4iii,1.02,5.68,,,0.0,2012.0,False,10.142,11.391,2012-12-20,PHILOS TRANS A MATH PHYS ENG SCI,1364-503X,0.758760913766296,0.5733763903839254,0.9022246142805884,0.8396124865446717
4ij0,1.54,0.0,,,0.0,2012.0,False,19.438,23.679,2012-12-20,NUCLEIC ACIDS RES,0305-1048,0.7515847386676234,0.599210620739146,0.8948690348044492,0.8546824542518837
4iqs,2.6,8.53,,,0.0,2013.0,False,19.386,25.824,2013-01-13,NUCLEIC ACIDS RES,0305-1048,0.50149503647889,0.34947972730534627,0.48797990670972374,0.6618227484750628
4itd,1.94,19.3,,,0.0,2013.0,False,22.611,25.351000000000003,2013-01-18,NUCLEIC ACIDS RES,0305-1048,0.4334409759598134,0.18693936132041622,0.3634732687477574,0.42177969142447075
4izq,2.04,0.0,,,0.0,2013.0,False,19.703,25.227,2013-01-30,TO BE PUBLISHED,,0.690587250328908,0.41621815572299964,0.8188015787585217,0.7407606745604592
4j2i,2.98,4.57,,,7.29,2013.0,False,26.962999999999997,28.729,2013-02-04,BIOPOLYMERS,0006-3525,0.2742494916875972,0.07032651596698959,0.1322210261930391,0.18012199497667744
4j50,1.65,0.0,,,5.26,2013.0,False,16.85,17.97,2013-02-07,J AM CHEM SOC,0002-7863,0.663437387872264,0.10943667025475422,0.7847147470398278,0.2719770362396842
4jah,1.5,0.66,,,0.0,2013.0,False,20.826,23.807000000000002,2013-02-18,TO BE PUBLISHED,,0.7236574572419566,0.5809113742375314,0.8618586293505561,0.8451740222461428
4jab,2.23,7.83,,,0.0,2013.0,False,15.25,22.898,2013-02-18,TO BE PUBLISHED,,0.61942351393374,0.4736275565123789,0.7131324004305705,0.7793326157158235
4jd8,1.16,1.87,,,0.0,2013.0,False,13.8,16.2,2013-02-24,J AM CHEM SOC,0002-7863,0.8257385480205718,0.7104413347685683,0.9626838894869035,0.9535342662360962
3zp8,1.55,2.93,,,3.28,2013.0,False,18.67,21.57,2013-02-26,J MOL BIOL,0022-2836,0.5682334648965436,0.1919626838894869,0.6239684248295658,0.43218514531754576
4jf2,2.28,4.39,,,7.89,2013.0,False,19.25,24.42,2013-02-27,NAT CHEM BIOL,1552-4450,0.4016265996890324,0.06081808396124865,0.3153928955866523,0.15590240401865804
4jiy,1.91,0.0,,,0.0,2013.0,False,22.400000000000002,27.089999999999996,2013-03-07,ANGEW CHEM,1433-7851,0.6290515488577921,0.23161105130965196,0.7308934337997847,0.49730893433799783
4jrc,2.673,1.35,,,10.71,2013.0,False,20.1,24.27,2013-03-21,PNAS,0027-8424,0.4680062193517522,0.03462504485109437,0.4251883745963401,0.09311087190527449
4jrd,1.0,2.7,,,13.64,2013.0,False,11.799999999999999,15.8,2013-03-21,ANGEW CHEM,1433-7851,0.5770840808515728,0.024398995335486187,0.6377825618945102,0.06548259777538572
4jrt,2.6,2.57,,,0.0,2013.0,False,18.48,22.75,2013-03-21,ACTA CRYST F,1744-3091,0.7188733405095085,0.6872981700753499,0.855400071761751,0.8977395048439182
4k27,2.35,1.17,,,1.82,2013.0,False,19.400000000000002,23.98,2013-04-08,ACS CHEM BIOL,1554-8937,0.5774428896065064,0.3098313598851812,0.6390383925367779,0.6094366702547542
4k32,2.5,9.32,,,0.0,2013.0,False,20.580000000000002,24.45,2013-04-10,PNAS,0027-8424,0.5449108958258582,0.4203444564047363,0.573735199138859,0.7448869752421959
4k31,1.415,17.96,,,15.91,2013.0,False,22.58,26.44,2013-04-10,PNAS,0027-8424,0.17204879799067097,0.018658055256548258,0.055256548259777535,0.05005382131324004
4kqy,3.02,18.98,,,2.52,2013.0,False,23.657,30.025000000000002,2013-05-15,J MOL BIOL,0022-2836,0.16923812941035762,0.0721205597416577,0.05382131324004306,0.18442770003588088
3wbo,0.98,5.78,,,0.0,2013.0,False,15.55,16.259999999999998,2013-05-20,J SYNCHROTRON RADIAT,0909-0495,0.7462026073436192,0.5705059203444564,0.8858988159311088,0.8378184427700036
4kw0,1.49,2.64,,,0.0,2013.0,False,20.279,24.42,2013-05-23,TO BE PUBLISHED,,0.65560339672288,0.5071761750986724,0.7746681019016864,0.7994259059921062
4kwx,1.3,2.65,,,0.0,2013.0,False,17.299999999999997,18.7,2013-05-24,TO BE PUBLISHED,,0.7907546944145437,0.7104413347685683,0.932902762827413,0.9535342662360962
4kyy,2.35,7.39,,,0.0,2013.0,False,19.49,23.93,2013-05-29,TO BE PUBLISHED,,0.5930510704461188,0.5003588087549337,0.6652314316469322,0.7972730534625044
4kz2,3.05,6.59,,,0.0,2013.0,False,19.7,19.7,2013-05-29,RNA,1355-8382,0.7059562253318981,0.5328310010764262,0.8405095084320058,0.81664872622892
4l0a,1.7,24.72,,,1.5096045360336987,2013.0,False,16.0,18.0,2013-05-31,ACTA CRYST D,0907-4449,0.4690826456165531,0.1284535342662361,0.4284176533907427,0.3078579117330463
4l26,1.4,1.31,,,0.0,2013.0,False,23.23,26.619999999999997,2013-06-04,ANGEW CHEM,1433-7851,0.6105728979787107,0.2743092931467528,0.6993182633656261,0.5572299964119124
4l24,2.7,18.52,,,0.0,2013.0,False,25.8,26.700000000000003,2013-06-04,ANGEW CHEM,1433-7851,0.391878961846669,0.19806243272335844,0.29673484033010405,0.4434876210979548
4l25,1.1,1.31,,,12.5,2013.0,False,23.05,24.05,2013-06-04,ANGEW CHEM,1433-7851,0.47637842363353666,0.02834589163975601,0.4445640473627557,0.07588805166846072
4l5k,2.71,26.43,,,0.0,2013.0,False,26.71,30.76161678907958,2013-06-11,TO BE PUBLISHED,,0.2944025834230355,0.055256548259777535,0.15357014711158953,0.14119124506637962
4l81,2.95,9.56,,,1.04,2013.0,False,21.9,23.200000000000003,2013-06-15,PNAS,0027-8424,0.47835187178567157,0.3796196627197704,0.45030498744169356,0.7009329027628274
4ltj,1.8,2.57,,,0.0,2013.0,False,14.651,18.025,2013-07-23,J AM CHEM SOC,0002-7863,0.8011003468484631,0.7104413347685683,0.9429494079655544,0.9535342662360962
4lth,1.6,0.0,,,0.0,2013.0,False,14.516000000000002,17.432,2013-07-23,J AM CHEM SOC,0002-7863,0.8660447314914483,0.7104413347685683,0.9874416935773233,0.9535342662360962
4ltk,1.45,0.0,,,0.0,2013.0,False,13.608999999999998,15.351999999999999,2013-07-23,J AM CHEM SOC,0002-7863,0.8746561416098553,0.7104413347685683,0.9942590599210621,0.9535342662360962
4ltl,2.07,5.14,,,0.0,2013.0,False,15.179,19.145,2013-07-23,J AM CHEM SOC,0002-7863,0.735079535940677,0.5995694294940797,0.8736993182633657,0.8552206673842842
4ltf,1.5,0.0,,,0.0,2013.0,False,13.699,15.756,2013-07-23,J AM CHEM SOC,0002-7863,0.8731611051309652,0.7104413347685683,0.9928238249013276,0.9535342662360962
4lti,1.41,0.0,,,0.0,2013.0,False,13.111999999999998,16.216,2013-07-23,J AM CHEM SOC,0002-7863,0.8713072598971415,0.7104413347685683,0.9910297811266595,0.9535342662360962
4ltg,1.18,0.0,,,10.0,2013.0,False,8.929,11.302,2013-07-23,J AM CHEM SOC,0002-7863,0.6591316828130607,0.039468963042698244,0.7796914244707571,0.10495156081808396
4lvz,1.77,6.23,,,0.0,2013.0,False,21.92,25.979999999999997,2013-07-26,CELL CHEM BIOL,1074-5521,0.5324721923214927,0.3369214208826695,0.540724793684966,0.6449587369931826
4lw0,1.889,1.39,,,0.0,2013.0,False,20.560000000000002,22.830000000000002,2013-07-26,CELL CHEM BIOL,1074-5521,0.7434517402224614,0.679583781844277,0.8823107283817725,0.894151417294582
4lvw,1.768,3.78,,,0.0,2013.0,False,20.95,23.97,2013-07-26,CELL CHEM BIOL,1074-5521,0.6519555077143883,0.5653031933979189,0.7667743092931467,0.8342303552206674
4lvy,2.0,3.06,,,0.0,2013.0,False,21.04,24.22,2013-07-26,CELL CHEM BIOL,1074-5521,0.656201411314436,0.5306781485468245,0.7753857194115537,0.8146752780767851
4lvv,2.1,2.02,,,0.0,2013.0,False,20.27,22.73,2013-07-26,CELL CHEM BIOL,1074-5521,0.7307738308814735,0.6894510226049516,0.8701112307140294,0.898815931108719
4lvx,1.9,1.7,,,0.0,2013.0,False,22.040000000000003,24.01,2013-07-26,CELL CHEM BIOL,1074-5521,0.6953713670613563,0.5586652314316469,0.8252601363473269,0.8306422676713312
4lx5,2.13,5.25,,,0.0,2013.0,False,19.900000000000002,25.669999999999998,2013-07-29,J AM CHEM SOC,0002-7863,0.5562133716062672,0.36706135629709363,0.6006458557588805,0.6858629350556154
4lx6,2.15,7.0,,,0.0,2013.0,False,20.380000000000003,25.480000000000004,2013-07-29,J AM CHEM SOC,0002-7863,0.5377347207271858,0.39056332974524577,0.5579476139217797,0.7133118048080374
4ly2,2.1,19.11,,,0.0,2013.0,False,18.817,21.86,2013-07-30,TO BE PUBLISHED,,0.5546585336682215,0.18945102260495156,0.5954431288123431,0.426264800861141
4m3i,2.1,15.09,,,10.0,2013.0,False,25.147000000000002,27.743000000000002,2013-08-06,TO BE PUBLISHED,,0.15907188135390501,0.039468963042698244,0.04682454251883746,0.10495156081808396
4m3v,2.05,0.0,,,10.0,2013.0,False,24.498,32.103,2013-08-06,TO BE PUBLISHED,,0.3390742734122713,0.03265159669895946,0.2109795479009688,0.08844635809113742
4mcf,1.899,2.0,,,0.0,2013.0,False,23.02,26.39,2013-08-21,NAT COMMUN,2041-1723,0.5996292309532353,0.29547900968783636,0.6776103336921421,0.587908144958737
4mce,2.205,18.2,,,0.0,2013.0,False,18.09,25.840000000000003,2013-08-21,NAT COMMUN,2041-1723,0.42052386078220305,0.20362396842482958,0.34409759598134193,0.4526372443487621
4meg,3.1,13.74,,,0.72,2013.0,False,19.7,25.2,2013-08-26,NAT CHEM BIOL,1552-4450,0.36730056213371604,0.28238249013275923,0.25439540724793686,0.5712235378543237
4meh,3.12,9.98,,,1.39,2013.0,False,23.1,27.3,2013-08-26,NAT CHEM BIOL,1552-4450,0.3220906590120799,0.21582346609257266,0.18765697883028346,0.47057768209544315
4mgn,3.2,3.21,,,0.96,2013.0,False,23.64,27.83,2013-08-28,STRUCTURE,0969-2126,0.42524817605549575,0.1725870111230714,0.351632579834948,0.39540724793684967
4c40,2.2,0.0,,,0.0,2013.0,False,22.0,26.0,2013-08-28,RNA,1355-8382,0.663138380576486,0.33387154646573375,0.7836383207750269,0.6404736275565124
4mgm,3.2,4.17,,,8.73,2013.0,False,24.77,26.14,2013-08-28,STRUCTURE,0969-2126,0.33967228800382726,0.05023322569070685,0.21151776103336922,0.13168281306063867
4mgw,1.93,7.92,,,0.0,2013.0,False,19.57,26.290000000000003,2013-08-29,BIOCHEMISTRY,0006-2960,0.4947972730534625,0.30749910297811267,0.47793326157158234,0.6060279870828849
4mj9,0.97,5.09,,,0.0,2013.0,False,8.601,9.564,2013-09-03,ORGANOMETALLICS,0276-7333,0.7704819997607942,0.6031575170434159,0.9124506637961967,0.8571941155364191
4mkw,1.219,18.35,,,4.55,2013.0,False,21.01,24.0,2013-09-05,BIOCHEMISTRY,0006-2960,0.2980504724315273,0.1322210261930391,0.15823466092572658,0.3148546824542519
4mnb,1.4,23.58,,,0.0,2013.0,False,20.813000000000002,25.341,2013-09-10,SCI REP,2045-2322,0.41813180241597897,0.13957660566917832,0.3408683171869394,0.3320775026910657
4c5x,1.3,2.59,,,0.0,2013.0,False,14.21,17.34,2013-09-16,CHEM COMMUN,1364-548X,0.8040904198062432,0.7104413347685683,0.9447434517402225,0.9535342662360962
4c63,1.32,2.61,,,0.0,2013.0,False,14.97,18.48,2013-09-17,CHEM COMMUN,1364-548X,0.7960172228202368,0.7104413347685683,0.93756727664155,0.9535342662360962
4c64,1.32,5.27,,,0.0,2013.0,False,13.850000000000001,18.23,2013-09-17,CHEM COMMUN,1364-548X,0.7427939241717497,0.5884463580911374,0.8808754933620381,0.8494797273053463
4msb,1.55,2.05,,,0.0,2013.0,False,18.2,24.7,2013-09-18,PNAS,0027-8424,0.6596100944863054,0.4773950484391819,0.7804090419806243,0.7820236813778256
4ms5,2.23,15.42,,,0.0,2013.0,False,21.881999999999998,24.525,2013-09-18,PHD THESIS,,0.487023083363234,0.2554718335127377,0.4646573376390384,0.5270900609974883
4ms9,1.32,0.0,,,0.0,2013.0,False,18.843,22.753,2013-09-18,PNAS,0027-8424,0.780767850735558,0.6867599569429494,0.9210620739146035,0.8973806960889845
4msr,1.2,3.99,,,0.0,2013.0,False,17.580000000000002,21.733,2013-09-18,PNAS,0027-8424,0.71109915081928,0.6524937208467887,0.8464298528884104,0.8823107283817725
4nfq,1.7,5.8,,,0.0,2013.0,False,22.27,24.351,2013-10-31,ACS CHEM BIOL,1554-8929,0.5980743930151896,0.5145317545748116,0.6716899892357373,0.8026551847865088
4nfp,1.85,0.64,,,0.0,2013.0,False,22.222,24.94,2013-10-31,ACS CHEM BIOL,1554-8929,0.6811386197823227,0.4520990312163617,0.8073196986006459,0.7656978830283458
4nfo,1.96,8.26,,,0.0,2013.0,False,21.709,24.2,2013-10-31,ACS CHEM BIOL,1554-8929,0.5656620021528526,0.4526372443487621,0.615357014711159,0.7660566917832795
4nlf,1.0,1.11,,,3.85,2013.0,False,9.85,11.63,2013-11-14,J AM CHEM SOC,1520-5126,0.6706135629709364,0.15895227843559384,0.7942231790455687,0.36903480444922854
4nmg,1.01,2.08,,,7.69,2013.0,False,12.0,14.099999999999998,2013-11-15,J AM CHEM SOC,1520-5126,0.6109317067336443,0.06261212773591676,0.7011123071402943,0.1602081090778615
4nxh,1.158,1.03,,,7.69,2013.0,False,11.540000000000001,14.81,2013-12-09,J AM CHEM SOC,1520-5126,0.633895467049396,0.06261212773591676,0.7391460351632579,0.1602081090778615
4nyg,3.05,26.02,,,0.0,2013.0,False,24.88,32.29,2013-12-10,CELL CHEM BIOL,1074-5521,0.28668819519196265,0.02942231790455687,0.1456763545030499,0.07893792608539649
